comments,tone
L0lll 🤣🤣,Neutral
NA 122 Zimni Intikhabat Ab Tak K 10 Polling Stations K Results,Neutral
ye ap kb hui,Neutral
"2001 mein Parvez Musharraf ki aamriyat ke afriyat ne farzand jamhoriyat ke samne mou phara, daraya, dhamkaya, mukhtalif bahanon se rah-e-rast se hatane ki koshish ki",Negative
Beshk. ALLAH pak ham sb ki Maa ko hamsha slamaat rekhy sahet wali lambi zandgi day Ameen.,Positive
Zabardast,Positive
Khan shb please NA174 ka bhi round lgaein,Neutral
 Yeh albath aik haqiqat hai kay Pakistani saiasat mein un jaysi khatoon saiasatdan aj tak nahin aiyein aur na shayed ayinda aa sakay unkay walid ki tarah unki shakhsiyat bhi shahadat kay baad bhi Pakistan ki siasat o tareekh ko motasir kar rahi hai aur anay walay waqt mein bhi karti rahay gi,Neutral
"Condoleezza Rice ke khayalat ke tanazur mein in ka shumar America ke qadamat pasand aur riwayaat pasand logon mein kiya ja sakta hai, maslan George Bush ki sadarti mohim ke dauran wo aelania kaha karti thi ke “ Isqaat Hamal ” par pabandi aaiyd honi chahiye",Negative
Ameen sumameen Allah apki r hmari duayn qabool kryn ,Positive
kinza ko koi Alkaram ka suit dilwa do yaar  har time aik he suit,Neutral
Phir bachoon ne circuit uthaya aur pagal hogaye. ,Negative
Iqbal Bano ka aik yaadgar musical concert Jaipur mein hua tha  jab wo Saarc ke tehat saqafti wafood ke tabadley ke hawale se pehli baar India gai thin,Positive
Dil sy Pakistan,Neutral
Allah mujhe bhi tasbeeh khane mai ramzan guzarne ki tufeeq dai ameen,Positive
:D,Neutral
Bahut achi hai.,Positive
 South Asia ke mumalik ki azadi ke bad Khan Abdul Ghaffar Khan ko noble iman ke  liye bhi namzad keya geya,Positive
ay gal,Neutral
aja janu teray veyah ka badobast hogaya,Positive
phir Mohabat se inkaar karna ,Negative
Lanat mici,Negative
Hahahahah bhot tez hai aunty,Negative
Jab ke film Escape To Victory ki aksbandi ke dauran azeem footballer Peele ki kick rokte hue stallone apni ungli turhwa bethe the,Negative
Right,Neutral
 Condoleezza Rice ka wo lecture itna maussir sabit hua ke president George W Bush jab president bane to inho ne 2001 mein rice ko America ki national security advisor bana diya,Neutral
Kabi kisi ka iphone nikala bi hai k nai?,Neutral
"Wohooo just love it
P.s: That phupii ka walima cracked me up",Positive
Mujy phaly walee chahee ya😅🤣😉,Neutral
Batein mehaz batein ,Neutral
Mashallah allak pak alaya ko dhar sari khushiyan da nd lambi zindagi da ameen,Positive
Allah pak ap sab ko ghrak kary. Ameen. ,Negative
Haye bachari....,Neutral
Ko Subah 8 Baje Se 24 24 Ghanto K Liye Band Rahe Gaye,Neutral
Khuda ka waasta hai.,Neutral
"Main ne ab Tvko mustaqil taur par apna lia hai, yahan jitney ache roles kar raha hon, wo meri zehni taskeen ke liye kafi hain",Positive
Un ki kamyabi mein un ke husun aur jismani dilkashi ne un ki adakari se bhi ziyadah aham kirdar ada kiya hai,Negative
M kb kahon,Neutral
Johnny Depp ne apni azdawaji o romani zindagi mein bhi kae nasheb o faraz dekhe,Neutral
meri manzil ,Positive
Is ke piche in ki barson ki mehnat aur gher mamooli salahiyatein hain,Positive
Pml n,Neutral
Quran ki ayat no bata day je,Neutral
Sadia    ,Neutral
Farcy ka nhi .Arbic lfz ha . mani ha .mukhtalif,Neutral
tum o Ye ?,Neutral
kamal kr dea Panday G <3,Positive
Ya allah barish hojae,Neutral
MQM Muzakrat Par Amada Wafad Aaj Wazir e Azam Se Mulaqat Karega ,Positive
I love zalmi,Positive
uncle ko tag kron.?,Positive
Ye kehte hue tjhe sharam nai ati ,Negative
meri tarf sy apny parents to thanks bol dena😂😂😂,Neutral
Bakwasa mat karo yar aj ma ka rahy ho team na dil he tor dia ha lanat ha asi team par is ke menegmant pa,Negative
khd hogi tu Nalaik,Negative
 Agarcha wo is waqiye ko manzar e aam par nahi laye lekin andaza hai ke is tabahi mein un ke 400 ke lag bagh jawan mare gaye,Negative
"Anuman e taraqi e Urdu ki bunyad 1902 mein Dehli mein rakhi gai jis ke phele muhtamim e aala Molana Shibli Nomani the, jo Hyderabad mein beth kar anjuman ke intazamat dekhte the",Positive
Sindh Hukumat Ne Administrator Karachi Saqib Soomro Samait Sindh K 10 Deputy Commission Ko Ohday Se Farigh Kardiya Gaya,Negative
" In ka pora naam Ahmad Bin Yaqoob tha, lekin wo Al Ya’qubi ke naam se famous hua",Neutral
heme aur bhi takrir sunana hai,Neutral
Hahahahahahhahaahabah,Neutral
Ban sahir now,Negative
"T-shirt kaafi achi thi aur experience iss dafah kaafi acha raha hai mera aur koi bhi shikayat nahi hai iss se kyunke jaisi maine ye picture mai dekhi thi, ye bilkul waisay he thi aur mjhe fitting mai bhi bilkul sahi hai aur iska stuff bhi kaafi acha hai aur color bhi acha hai.
",Positive
glazat lafz ko nikal k. 🙄 bs matlb daikho 😂 shareef waly py focus karo,Neutral
Inn ki kamyabeon key silseley ko break 1986 key world open mein lagi jab Newzi Land key Ras Narmen ney 5 sal ki mosalsel koshish key bad fainal mein unhain shikesht sey dochar ker dea,Neutral
 Pir Ali Muhammed Rashdi ne mansoba Pakistan ke mumkin ul amal hone ki aik wajah jamaa report bhi pesh kit hi,Positive
"8 March kyun manaya jata hai? Darasal almi yom e khawateen ke paas e manzar se mutaliq bataya jata hai ke America ke shehar New York mein khawateen (women) ne apni takhuwa ke masail par ahtejaj kiya, jise ghur sawar daston ke zarye sakhti se kuchal deya gaya",Negative
yeh moqabla bhi akhir tak dilchasp raha aur tareekh  ne apne app ko dohraya yani panchween aur faisla kun set mein Azam Khan aik martaba phir bazi ley gaye,Positive
Hahahaha han pta hai mje achay se😹😹,Neutral
Aaj maine 2 anmol wazifa kiya or Allah ke fazal say oska karishma Chand second mai he zahir howa Subhan Allah,Positive
“Dila thehar ja yaar da nazara leyn de” Munir Hussain ke filmy career ka sab se maqbool tareen filmy geet tha,Positive
Q pg na paRt ty ya business stRt kR diya ha......,Neutral
Is ka Bhai USA main hy kabhi us ka bayan suna hy afia kaley.,Neutral
Jeeeeeee aur revision bhi yad ai Jo ghar pr ki thi ,Neutral
I haven't eaten any pizza and burger from last two months and,Positive
Gulraiz ko khalna he nai chahye tha,Neutral
Tasbi likh daey please,Neutral
Kbi laye ga khuda ham py b acha waktt,Positive
Doctors Nurson Ka Nadra Chowk Per Dusray Roz Bhi Dharna Jari OPDs Band Tibi Imdad Na Milnay Per Zakhmi Police Ehalkar Janbahaq ,Negative
Wo apne tabnak mazi se jure rehne ke bawajod jadid dor ke taqazon se bhi khud ko humahang rakhe howe hain,Positive
That's what I do 😂😂😂,Positive
Jacket ki quality bari zabrdast thi,Positive
Behtareen services dainy per shukria ada kertha hu.,Positive
ludo pr humara kaam😂,Neutral
Bakar quality 1 dum bakwas i was waste my money for buy this item,Negative
allah nazre bad se bachy tm jaiso ki,Negative
Lanat hy police walo py 😒,Negative
"1971 ki Pak bharat jang ke bad jab Pakistan commander aur bharti commander ki mulaqat hoi to bharti commander ne kaha ke:“Main ne bohat se jangein lari hain magar jis bejigri, bahaduri, shujaat aur jazbe se us jawan ko larte dekha, kisi ko nahi dekha",Positive
Interview kay zariye awam ki nigha mein rahey hain ta hum  mubasireen ka kehna hai kay in kay pass khatir khuwah vote bank aur street power moujud nahi aur ayinda intakhabat mein bhi in kay kamiyabi honey ka imkan kuch zada nahi hai,Negative
"Jo is saal ki sab se ziyada farokht hone wali comic book thi, lekin films mein aane ke bad Jerry Lewis, Den Martin par haawi hone lage the aur yeh baat producer idaron ne bhi note kar li thi",Negative
Is bahan chod sahar ko koi goli kiyoon nahin Marta,Negative
Gar tr biyst asi thi,Neutral
... Aao gheebat gheebat khelain,Negative
Lanat hai kanjron pe,Negative
Dost mjhy lga tha k wo bs mjhy hi cute lgi.... =),Positive
Calculas me aesa scene huwa tha ,Neutral
Lehaza hodod o qawanin mein pai jane wali khamiyon ko dor karna bohat zarori tha,Neutral
Eman or ammal wali zindge k liye duaon ki darkhast,Positive
Lakin taqdeer lekny wala tu 70 mahoo sy b zahdah payar karta hi,Neutral
Question : Squash ke khilariyon ke leye mukhtalif idaron mein mulazimat ke mamlat aur halaat ko kis tarah dekhte hain?Nasir Iqbal : Kisi bhi khilari ke leye us ki karkardagi ko behtar banane mein mulazimat aham kirdar ada k,Neutral
Oh Beghairat Gen. Pervaiz agar Dr. Afia ne koi jurram Kia b tu us Muslim beeti ko izzat ki mout hi Dy deta goli mar deta uski izzat tu Bach jati. ,Negative
"Magar Tv par humen hudood mein rehna hota hai aur bilkul is tarha react karte hain, jaise hum apne ghar mein hain",Neutral
a great page.. bhttt awla. luv u all guys :),Positive
Ab Leony na bun na tu. Leony dee peony.,Neutral
Meri or ahlo ayal k lye dua kry,Positive
18 Jaraim Pesha 8 Target Killer Or 4 Jali Shanakhti Card Banane Wale Shamil,Negative
Be basi ka naam sabar rakhta hai aur phir is sabar ko apni himat o istaqlal ki taraf mansub karta hai.,Positive
pse to mai kabi na bolon tumhe 😘,Negative
To mai jab yahan aaya tha tha tb konsa sakht tha ,Negative
" Judge banne, Balochistan high court ke Chief Justice banaye gaye",Neutral
Inho ne fast bowling mein wo khobsurti paida ki,Positive
Had ho gae h ,Negative
"ye thread kerne ka maqsad tamam shuraka ki raye daryaft kerna tha, agar ap sab log waqai purumeed hain k istra ki guftagu main dil'jami se shirkat kerein ge to ham tamam moderators ko koi masla nahin ise hafta-war silsila bnane pe.",Positive
5 lac??Toba 1000 m bhi bure ..18 lac ka dress le rhi thi to kch or hi le leti dhanka,Neutral
X ly ly promo offer chal rahi hai careem ki. ??,Positive
"ALLAH walo lekh saktay hain jinkay pass pehlay b haii,,",Positive
Jinhon ny ni ki thi wo ab kr rahi hein,Neutral
Pakistan Samet Duniya Bhar Me Ajj Dosti Ka Almi Din Manaya Ja Raha Hai ,Positive
Hahaha ,Neutral
aap nay phir yaad kra dia :P,Negative
Wafa Ki Tasveeron ,Neutral
Hum bicharian,Negative
Aftab Jawed ne kai tournament jeete magar woh British open ka ejaz hasil kerne sey qasir rahe woh 1965 aur 1966 ke British open ke final mein zaroor pahonche they magar dono martaba unhein shikasht ka samna kerna para tha 1971 ke British open final mein bhi woh pahonche lakin apne akhri rukawat aboor na ker sake,Negative
1917 mein Russia ki khawateen ne apne hoqoq  manwane ke leye gharon aur factoryon se sarkon par akar aik pur josh muzahira kiya,Positive
thanks for informationm,Neutral
Tahum yeh ilzaam sabit na ho saka,Positive
jinoo ny nahi ki ALLAH un ko himat dy,Neutral
 Agarchay Khan Abdul Ghaffar Khan zindagi phar apne Pakistani hone se inkari rahey aur Pakistan ko aik “Ghulam” reyasat qarar detey rahey (Yahi waja hai key unhon ney dafan hone ke leye Afghanistan ki “Azad” Sarzamine ka intekhab kiya) iss hawale se unhein iss kitab mein shamil nahein kiya jana chahiye tha,Negative
"Tahum selectors in se mayoos na hue aur inhe dobara mauqa diya gaya, jis se Saeed Anwar ne pora faida uthaya, yahan tak ke jab Saeed Anwar retire hue to in ka shumar duniya ke suff e awwal ke cricketers mein hota tha",Positive
Song axha ha,Positive
Ya dars 27 ramzan ka online ara ha ?,Neutral
What ahmed shehzad  salay ki kitni bari sifarish hogi jo itni kharab performance k bawajood b select hojata ha team me,Negative
Duaa ki guzarish hay,Positive
Agr sath mai danis b aa jayeee tou mazaa aa jye,Positive
Much better than to support pmln chor,Negative
"Muje sara pata ha, achi konsi ha us Ko vote de daity hain?",Neutral
Ye mere pir o murshid hy,Positive
 1923 mein sir Abdullah Haroon ne Bombay majlis qanoonsaz ki nishast ke liye intekhab larha aur kamiyabi hasil ki,Neutral
. I proudly present u.😂,Neutral
Aafia tujhe Allah salamat rakain,Positive
Hahaha its me Sara din dieting or rat me usi dieting se fighting 😬💃😜,Neutral
Chalte hai kal lel,Neutral
Allha pak hmari mgfrat frmay or hmary rozy apni bargahy ilahi m qabool frmay,Positive
Thanks apko b,Neutral
Khan Abdul Ghaffar Khan (Bacha Khan) ke barey bhai Abdul Jabbar Khan (Doctor Khan ) Englishtan mein thay unhon ney Abdul Ghaffar Khan ko waheen bolaya lakin Walid Sahib ney janey na deya keonkey Doctor Khan Sahib ne waheen molazmat ikhteyar ker ke aik Angrez Khatoon se shadi ker li thi aur un walda ka kheyal tha ke bara beta to hat se geya ab chota beta bhi waheen jaker kisi Angrez larki se shadi karey ga aur waheen ka ho rahey ga,Negative
Shahrukh khan ki kamiyab tareen films ke naam yeh hain,Positive
 Is peshraft ke baad 13 December 2006 “Brazilian Football Confederation” ke us waat ke saddar “Ricardo Teixeira” ne bazabta tor par muqabalon ke ineqad ki hami bharte howae Brazil ko FIFA ke samne bator umeedwar mulk pesh kia,Positive
Afridi good,Positive
Aus kafir ko phinshi do,Negative
"meine yeh cover apnee 70cc kay liay lkhareeda hai aur pooora poora size ka hai ispe. Dhoop, dhool mitti aur pani se bacha kar rakhta hai aur khud bhee quality is cover ki bohata chee hai aky bike ko thora sa bhee nuksan nai punchta aur ghar kay bahir jab parked ho tou uspe laga kar jata hoon :)
",Positive
"Women Action Forum
Asma Jahangir Women Action Forum ki majlis e amla ki rukun, Bar Asosi aishion ki majlis ki rukun Sudni Austerlia ki tanzem ・Law Asia・ki council ki rukun hain 1985 mein Women and di law key mozu par munaqda Inter national Women Laws conference ki afser rabta rahain

Defence For Children International

Asma Jahangir na 1986 ta 1988 Janewa ki Almi tanzeem 泥efence For children International・ki naieb Sadar hain elawa azeen Ashia pasfik form barae khawateen o qanoon o taraqqi ki rukun bainul aqwami merkez barae insani haqooq o jamhuriat Canada ki Director , aur Punjab bar council ki majlis e amla ki bhi rukun rahain fil waqt app insani haqooq kamishion Pakistan ki Sadar hain.",Neutral
Mashoor adakar Qivi khan ne is mein Imran ka kirdar ada kiya tha,Neutral
A Blood Chaiya ,Neutral
" Mulki satah par unhon nay “Qarz utaro, mulk sanwaro” ki iskeem kay tayhat awam say paisay lay kar mulki qarzay utarnay ki mohim shuru ki jo agarchay kamyabi say hamkinar na hosaki lakin awami yaqjehti ka aik mazhar ban kar samnay aye",Negative
"Us while sitting on our fixed point in university 😂😂😛 ,  ,",Neutral
 Jo sir na jhuke woh kaat diya jata hai,Negative
Zarar 😂😂😂😂,Neutral
sahb hmain apny gareeban main jhankna chayiy k hm log kis tarh bhrti hooy they. bus doosro ko farigh kr k apni promotion ka nhi schna chaiy. hr koi khud merit pai bhrti hony ka dawa krta hai laken doosry ko ghlt smjhta hai.,Negative
Hahahahha kadunnn choo unhaan khe budnr mein mazo endo aah bs feel naein krwadenyunnn akhir khanpuri ni chalaaak t hundyun na,Negative
Rafta rafta us ki shurat barhne lagi aur aik waqat aaya ke us ke pas America aur Europe ke dor daraz shehron se bhi khutot aane ka bhi silsila shuru ho gaya. ,Positive
pao ghotnu gitto p ayat bandhna be adbi hogi,Neutral
inka apna slag level ha,Neutral
Sir cup nahee lota albata pakka hogaya hai,Neutral
YA ALLAH MADAD FARMA MUZLOOM BEHN KI,Positive
Bhot bhot enjoy kia .awaz bhot pyiari ha .Allah ap ko mazeed kamyabian ata farmay ameen.,Positive
Fariq chz hai. Ear grm kr deta hai bht ghatiya foam lga ha,Negative
ye ha Pakistan ki asal awam bc jahil,Negative
Bohat achy,Positive
Kaml ka ha yeb,Positive
Good jamima is traha pyar hota khai jo apani husband ki eazt kara .good imran khan zandabad.pakistan ka pm aap he ho inshallha is dapa,Positive
Usi mulazmat ke dauran in ka dosra majmooa �EEE€�EEE Dard-e-Aashob �EEE€�EEE chapa,Positive
chicha watni se,Neutral
it great ... dkho  yar agr aik dou aur posts py tag jr diya tum ny tou mein ny test dy dena hai phr :D :,Neutral
 Financial times ne unhein woman of the 2013 qarar diya,Positive
Ham log peerzada sahib ki tareef k qabil b nahi shyad,Positive
Taham Baba e Urdu ki marqa nigari is saqam se pak hai,Positive
Kia.ubqari ka whatsap group ha???,Neutral
Hm ny b abi dkha h,Neutral
Free medical bhi karwaa rahaa hai lougo kiKhaali jalsay nahe kar rahaa,Positive
Rae sahb fawad ki gaja ap ko hona chahea tha,Neutral
Ki Qasmein Khaye Us Par ,Negative
Warh gaye bhai!,Negative
Nh,Neutral
 Zakhmi Havaldar Lalak Jan Shaheed ne is mission ke leye apni khidmat pesh kar dein,Positive
Yar jaga sahi buto moje Lena hai,Neutral
Ap kon ho kaha sey aayy ho ap ki kis tarha tareef ki jay. Mery pas alfaz nahi hai,Positive
Oe ye to labiba nai?,Neutral
Aagai hai beta tujhe ,Neutral
Ozma Ishfaq ubqari dawa khana mazang chungi lahore se.,Neutral
  Main zaati taur par be had sharmila hon,Neutral
Quota bhi hona chahiye or aam intekhabat mei bakki shehrioon ki terhaan azadi honi chahiye.,Negative
 1953 mein in ka afsana Gadaria in ki shohrat ka baiys bana,Positive
is video me teacher handsome hai ,Positive
Alami satah par is film ne 135 arab Bharti rupe (taqreban 21 million American dollar) ka business kiya,Positive
insay bara koi chor hai he nahe or ye PTI walay behas kartye he rahye gye,Negative
Shahrukh khan sirf apne mulk mein he nahi bal ke bohar se deegar mumalik mein bhi bohat maqbool hain aur india mein box office par inhe number one samjha jata hai,Positive
Confirm hogyia han yey,Neutral
Ye ha kisi kanjri ka bacha,Negative
"Uss waqt un ke teen behtareen dost Hadayat Jahan,Gogi Alauddin, Jaif Hat, un ke qareeb maujood they aur un ki azmat ko salam ker rahe they",Positive
14 Se 16 July Tak Karachi Janay Wali Trainon K Kirayon Me 50 Kami Khali Trainen Wapsi Per Senkron Musafiron Ko Lati Hen ,Positive
Manhosu phle to 10 bje ka Kaha tha Tm logu ne m 10 bje w8 krti ri :-/:-/,Negative
bat sahi hey wesy  btw not saying k sara qusoor babar azam ka he tha ,Negative
😒😒 ye joh prem katha likhi hai na upr isi ko invite nama Kehte hain,Neutral
3 saal baad Tumari shadi .... out of family honi,Neutral
"Chye Pesa Haram Ka Ho Ikhlaq Aur Seerat Ki Baatein Books Mein Achi Lagti Hai,,,",Negative
Sitm Wahi Hy Sitmgr Badlty Rehty He ,Negative
 Jab 14 May 2006 mein London mein Nawaz sharif aur Benazir kay darmayan “meesaq-e- jamhurait” par dastakhat huya Jis kay tayhat donon nay jamhuryat ko bahal karnay aur aik dosray kay khaylaf istaymal na honay ka faisla keya,Negative
dekhna ye hai kay Imran Khan siasat mein bhi aisi hi tarekh raqam kar patey hain ya nahi,Neutral
lol 8 ball pool ka sasta room :D,Neutral
Wo log Hindu Hy Hum Musalmaan Hy Farq wazyaa Hy Ammar Naeemi Kiya aap kabi chaho gy k kl ko apki beti ya behan in sy inspire ho KR agar yeah Rasta chunti Hy to us time dukh ho ga !!!!,Negative
